bvp_mean,bvp_std,temp_mean,temp_std,acc_mag_mean,acc_mag_std,emotion
-0.5408,25.7306,33.568,0.014,63.0014,1.151,Shanta
4.5677,54.3429,34.752,0.0125,63.3545,0.0495,Hasya
1.3277,39.7575,32.143,0.0135,63.8872,1.0548,Bhayanaka
-0.0624,48.7645,34.276,0.0156,64.427,6.9075,Shanta
-1.2432,73.9191,34.824,0.0092,62.7081,1.0469,Shanta
1.3737,37.2789,32.817,0.0095,65.298,7.7239,Bhayanaka
-0.8039,212.8838,33.669,0.0099,62.6288,0.769,Bhayanaka
1.1287,111.2579,33.9925,0.007,62.4306,0.5087,Bhayanaka
-4.3638,49.5275,32.1515,0.0036,63.6964,1.1696,Shanta
0.1787,5.2905,32.15,0.0,65.6462,0.4789,Bhayanaka
-0.2821,56.4081,33.637,0.011,62.9788,1.6553,Bhayanaka
0.1678,18.506,32.1275,0.0167,65.4054,0.4969,Bhayanaka
-0.1113,10.7648,32.35,0.0167,63.9386,0.8877,Shanta
0.2251,15.5483,33.183,0.0195,62.5707,0.4145,Shanta
-0.1149,8.9423,30.185,0.0087,62.735,0.7337,Bhayanaka
0.3356,34.9019,34.282,0.016,63.0209,4.175,Hasya
-1.0439,54.8835,34.246,0.015,64.6725,3.5897,Shanta
0.6461,9.4578,32.646,0.0136,62.7355,0.5632,Bhayanaka
-0.0562,22.9748,31.276,0.018,62.8278,0.3658,Shanta
0.2664,11.4845,29.55,0.0179,63.2381,0.3848,Shanta
0.1709,5.2113,31.362,0.016,62.9408,0.2392,Shanta
-0.4168,23.3565,32.918,0.0098,65.0974,0.1902,Shanta
0.0666,11.5076,34.938,0.0098,62.7802,0.317,Hasya
1.1319,13.7512,33.144,0.012,65.8299,8.7239,Bhayanaka
0.9617,40.7621,34.328,0.0098,64.1985,2.7255,Shanta
-2.3797,89.9153,33.267,0.0095,63.1554,4.3348,Shanta
-2.1262,118.8797,33.89,0.0126,62.8754,0.5973,Bhayanaka
-0.4077,32.1199,34.996,0.0196,63.1887,4.4293,Hasya
0.2865,5.1175,30.459,0.0099,63.0273,0.0254,Hasya
-0.7115,60.1547,31.742,0.0098,63.1083,2.6069,Hasya
0.3079,22.7609,33.1665,0.0128,64.5393,0.6602,Shanta
1.7472,25.9967,34.106,0.008,63.4175,0.5115,Hasya
5.006,155.6,35.546,0.015,64.3233,10.6734,Shanta
-0.9166,82.1428,32.31,0.0,64.5272,1.1418,Bhayanaka
-0.2255,4.8203,30.18,0.0195,62.8208,0.4434,Shanta
-0.4048,28.3062,34.758,0.0133,63.7115,0.7666,Shanta
0.0189,2.1252,30.928,0.006,64.9558,0.3923,Shanta
-0.056,36.4287,33.664,0.008,67.1394,17.6476,Bhayanaka
0.4669,53.7281,32.021,0.0137,63.1371,0.3665,Shanta
-0.1546,3.0089,31.042,0.016,62.5659,0.8021,Bhayanaka
3.1736,80.2705,30.289,0.0173,63.9212,10.267,Bhayanaka
0.9676,109.8379,32.711,0.013,64.5545,14.3622,Bhayanaka
0.092,2.2515,30.734,0.008,62.4535,0.637,Bhayanaka
-0.119,7.1671,31.566,0.008,65.6646,0.3025,Shanta
0.178,6.9614,29.934,0.015,62.8835,0.0238,Shanta
-1.0138,25.4477,33.619,0.0099,62.9222,0.3584,Bhayanaka
0.3583,6.2503,30.701,0.0272,63.5303,0.3715,Shanta
-0.2914,11.1613,32.97,0.0126,63.0189,0.1393,Shanta
-0.0669,5.6027,32.574,0.015,62.9177,0.4751,Bhayanaka
-1.0685,75.6443,33.4895,0.0147,63.2672,3.4424,Shanta
-0.3722,7.1914,31.836,0.0111,64.7597,0.3646,Hasya
-0.1594,10.5303,32.555,0.0087,64.6974,0.194,Shanta
0.0829,24.2889,30.362,0.0098,63.7744,0.2159,Shanta
-0.2909,10.1774,32.824,0.0092,62.7474,0.4525,Shanta
0.0741,1.6659,32.95,0.0179,64.7544,1.6183,Bhayanaka
-0.4463,7.0558,30.628,0.0189,65.5548,0.2657,Shanta
-0.0644,12.2637,32.978,0.0098,63.0394,0.1505,Shanta
0.0477,20.706,32.582,0.0098,63.0087,2.8053,Bhayanaka
-0.0839,5.1232,31.415,0.0087,62.91,0.1734,Shanta
-0.0584,7.9976,32.886,0.008,65.0483,0.5803,Bhayanaka
-5.6103,50.3905,34.904,0.0128,62.8406,0.5128,Hasya
1.0889,15.8094,34.092,0.0108,62.968,0.2861,Shanta
0.1562,19.5889,33.408,0.014,63.3174,0.0861,Hasya
0.9439,41.0931,32.864,0.012,62.8052,0.6273,Bhayanaka
-0.2427,13.1062,34.364,0.012,63.1643,0.1995,Hasya
0.1585,14.6975,31.9875,0.0094,64.3097,1.0462,Hasya
0.4041,8.187,30.69,0.0126,62.4915,1.6531,Bhayanaka
-0.0921,3.433,31.746,0.015,62.9237,0.4597,Hasya
-1.7237,19.0221,30.187,0.0095,63.1071,0.1731,Bhayanaka
1.2913,26.0375,32.729,0.0173,65.0445,5.1906,Bhayanaka
0.3954,17.3721,32.959,0.0099,62.949,0.3452,Bhayanaka
-1.5975,123.7517,34.078,0.016,62.8088,1.8239,Bhayanaka
-0.3505,14.9989,34.987,0.0119,62.628,0.4409,Hasya
-0.5845,12.8391,32.179,0.0044,64.1627,0.4657,Bhayanaka
1.4534,121.3037,30.258,0.0183,64.0329,15.0535,Bhayanaka
-0.0641,10.8384,31.194,0.008,63.2438,0.2325,Hasya
-0.4196,14.7911,30.734,0.015,63.1518,0.6222,Shanta
-0.5285,28.0194,33.495,0.005,63.0062,0.3084,Hasya
-1.0263,50.7158,32.435,0.0087,65.5411,0.9954,Bhayanaka
1.6344,31.5801,34.024,0.012,63.5548,0.3678,Hasya
-0.2272,31.3224,32.998,0.004,66.9161,15.3747,Bhayanaka
0.4898,73.147,33.064,0.0156,62.828,1.3392,Bhayanaka
0.0794,6.0401,32.892,0.0087,65.0942,0.4565,Hasya
0.2582,13.749,32.476,0.0092,64.5019,0.9274,Bhayanaka
-0.2126,12.4453,31.078,0.0098,63.2133,0.066,Hasya
-3.0299,86.3461,35.148,0.0098,63.3026,0.4141,Shanta
-0.1259,50.4042,32.607,0.0095,65.5289,6.4208,Bhayanaka
11.0893,115.5168,34.294,0.0174,63.3178,4.5239,Bhayanaka
-0.0553,6.9781,33.142,0.0098,62.7666,0.2765,Hasya
-4.8432,59.1286,32.626,0.0174,65.2069,3.7419,Bhayanaka
-0.3387,22.8989,33.13,0.0126,62.8828,0.269,Bhayanaka
1.294,38.3737,32.95,0.0,64.1498,8.7094,Bhayanaka
-0.2141,53.5744,32.744,0.0092,64.3013,0.1327,Hasya
3.0454,103.0759,33.462,0.0098,65.4026,6.8601,Shanta
0.2228,7.2348,31.955,0.0087,64.3609,0.2796,Hasya
-1.8817,23.6188,32.243,0.0114,63.6866,0.6923,Shanta
-3.0543,39.0796,35.087,0.0145,63.2303,0.3647,Shanta
0.9548,7.8103,31.082,0.0098,62.5806,2.097,Bhayanaka
0.9182,24.0367,33.464,0.0092,63.3976,0.1351,Hasya
0.215,23.5704,32.826,0.008,65.3994,0.2734,Shanta
-0.0346,4.6937,30.301,0.0099,62.9512,0.3464,Hasya
2.0565,31.146,31.096,0.0092,65.1947,7.0574,Shanta
0.3372,14.7362,32.542,0.0098,64.6582,0.4017,Shanta
0.3551,37.4001,30.846,0.008,64.2372,5.6662,Hasya
7.4395,135.4238,34.042,0.016,62.4859,0.5367,Bhayanaka
-10.9545,243.4994,33.6785,0.0101,62.6806,0.8863,Bhayanaka
-0.0915,28.6658,34.024,0.012,63.6389,0.2727,Hasya
0.0556,5.3778,30.864,0.0092,64.065,0.447,Hasya
-0.4229,21.4501,32.548,0.014,64.855,2.5456,Bhayanaka
1.0535,75.48,34.724,0.025,63.1013,0.819,Shanta
0.2188,10.9715,31.078,0.0098,63.0706,2.3958,Bhayanaka
0.0033,5.598,30.226,0.015,62.8902,0.062,Shanta
0.2202,4.7152,32.317,0.011,62.8669,7.3838,Hasya
0.1133,43.2398,33.292,0.0166,63.3697,5.0789,Bhayanaka
-0.5464,40.4738,33.106,0.008,64.8225,2.8069,Shanta
0.2343,22.1582,33.527,0.009,63.0733,0.4873,Hasya
-0.7109,61.6715,34.05,0.0126,63.4038,9.2754,Bhayanaka
0.1717,12.8263,32.341,0.017,62.8263,0.3684,Hasya
-0.0608,7.3511,32.996,0.0049,65.2503,7.0776,Hasya
-0.0424,5.0278,33.074,0.008,62.7053,0.6073,Bhayanaka
0.5735,17.5596,33.79,0.0126,62.9431,0.6891,Shanta
-1.5211,29.3179,33.262,0.0098,62.7027,0.6224,Bhayanaka
-0.3134,70.0851,33.4875,0.0094,64.2596,2.1051,Shanta
-0.0016,15.4928,34.045,0.0087,63.1986,0.0827,Hasya
0.1185,2.9567,29.966,0.0233,62.8343,0.3923,Hasya
1.0972,25.7091,34.93,0.0126,62.7018,0.4685,Hasya
4.3123,157.2529,34.454,0.0196,63.4055,0.1912,Hasya
1.9485,118.7894,34.458,0.0204,63.4026,0.1357,Hasya
-0.9818,54.9127,32.772,0.006,64.4848,0.3016,Hasya
0.0089,4.799,30.457,0.0114,62.917,0.1095,Hasya
0.3827,17.494,33.386,0.015,66.487,13.0988,Bhayanaka
-1.4083,18.5035,33.462,0.0098,66.567,11.7012,Bhayanaka
3.9464,132.2594,34.0365,0.0128,62.4532,0.4783,Bhayanaka
0.3309,15.1111,33.191,0.0202,62.4202,0.4312,Shanta
-1.1382,15.0442,32.044,0.0092,67.6143,16.1548,Bhayanaka
-0.4043,20.3537,31.592,0.0108,62.8406,0.1619,Shanta
-0.658,36.639,33.524,0.012,62.9409,2.7311,Shanta
-0.2776,16.4354,33.612,0.006,62.9873,0.661,Shanta
-0.426,19.4997,34.394,0.008,64.6815,0.0726,Shanta
0.1696,2.9044,32.102,0.0098,64.5235,0.4899,Bhayanaka
-0.4744,7.2327,32.346,0.012,62.5778,0.3059,Hasya
0.2047,2.689,30.726,0.015,62.3908,0.6252,Bhayanaka
0.0582,25.5729,32.1715,0.0119,64.7409,0.4407,Shanta
-0.0926,4.0299,30.102,0.0098,62.9579,0.3807,Hasya
0.0932,32.9105,35.0165,0.0149,63.0322,0.1353,Hasya
-0.4565,12.6257,33.406,0.008,63.0703,0.4252,Bhayanaka
-0.564,8.2209,29.669,0.0134,62.349,0.3926,Shanta
-0.4748,21.0244,33.441,0.0099,64.8436,0.3532,Shanta
-0.4738,20.084,33.468,0.0087,64.5678,0.0,Shanta
1.2009,48.0131,34.422,0.0098,64.2204,0.117,Shanta
-0.1401,16.883,32.364,0.012,64.6276,0.2338,Shanta
-0.0014,8.411,30.234,0.015,62.708,0.0788,Shanta
-0.1044,14.4322,31.593,0.0095,64.4927,0.1689,Shanta
0.176,8.3769,32.616,0.0128,62.7126,0.3944,Bhayanaka
-0.2785,4.4083,32.43,0.0,62.5184,0.1795,Hasya
0.1876,4.9526,30.56,0.01,65.625,0.1735,Shanta
0.0737,3.1861,32.746,0.008,65.5021,1.3601,Bhayanaka
0.1727,23.7985,32.219,0.0099,63.8407,1.3861,Shanta
0.0008,1.1435,33.086,0.008,64.7697,0.7523,Bhayanaka
-0.1219,15.3938,32.655,0.0092,62.8864,0.485,Shanta
0.4987,32.8783,32.748,0.014,64.5762,10.0516,Bhayanaka
1.7292,27.2857,34.816,0.0156,62.9463,0.3652,Shanta
0.2345,18.2165,31.57,0.0089,62.9707,0.4466,Shanta
-3.2454,52.9928,33.416,0.0156,63.1674,0.5845,Hasya
-0.2103,14.1129,35.894,0.008,63.3078,0.5092,Shanta
-0.9367,23.2232,32.05,0.0126,64.0377,0.7882,Bhayanaka
1.394,26.816,33.59,0.02,62.5412,0.6761,Shanta
-0.3803,28.8849,33.434,0.008,66.1997,18.3413,Bhayanaka
-0.199,10.6515,30.142,0.0098,62.9408,0.097,Shanta
0.411,16.5527,32.6735,0.0193,64.397,1.718,Bhayanaka
-0.3173,28.4477,33.246,0.0174,62.9893,0.9572,Bhayanaka
0.6509,10.4476,35.057,0.0095,62.814,0.105,Shanta
1.0019,23.7842,34.082,0.0098,63.6895,0.2311,Hasya
0.5541,24.2333,32.728,0.0154,65.368,6.288,Bhayanaka
-1.5716,20.8013,33.434,0.015,62.7405,0.6222,Bhayanaka
0.296,5.4631,30.471,0.0118,62.954,0.1543,Hasya
0.1353,28.9415,32.448,0.014,68.1698,17.636,Bhayanaka
0.5391,31.8582,32.65,0.011,65.4386,5.4333,Bhayanaka
-3.9254,56.0935,29.986,0.008,62.638,1.6795,Shanta
-0.6674,22.6023,32.063,0.0095,63.998,0.6495,Bhayanaka
-0.2319,3.7741,30.134,0.008,62.9244,0.4406,Hasya
-0.101,2.9139,30.473,0.0158,64.0472,4.1097,Hasya
3.1718,169.7972,30.149,0.0173,66.7915,15.6642,Bhayanaka
-0.6997,30.3257,34.286,0.015,64.9202,0.2859,Shanta
-0.7791,15.1376,33.34,0.0,65.4417,10.709,Bhayanaka
0.2967,8.8394,32.473,0.0155,63.0381,2.0621,Bhayanaka
3.5197,52.226,34.93,0.0,63.01,0.0786,Hasya
0.1084,36.7185,33.926,0.0196,62.966,1.4242,Bhayanaka
0.3123,7.1583,29.938,0.016,62.9023,0.0643,Shanta
0.0781,41.1815,32.487,0.0119,65.042,3.1986,Bhayanaka
-0.6923,38.8406,33.63,0.0126,63.5206,5.5913,Shanta
0.656,22.7659,33.45,0.0,64.858,3.3582,Shanta
0.0128,1.804,30.834,0.008,65.1857,0.2186,Shanta
0.468,30.1471,34.03,0.0,63.5565,0.3297,Hasya
-0.1778,9.4069,31.967,0.0095,64.3652,0.4961,Hasya
-0.8085,47.4268,32.714,0.008,64.2975,0.3349,Hasya
-1.8071,27.7766,33.53,0.0,63.0809,0.5385,Hasya
-0.4764,36.4248,31.762,0.0183,63.0403,0.1567,Shanta
-0.0987,16.0471,33.262,0.016,66.2937,10.8049,Bhayanaka
0.2549,23.0033,34.734,0.008,62.8393,0.0781,Shanta
0.3743,48.6221,29.406,0.008,63.698,7.1098,Shanta
2.3726,58.5443,33.717,0.0095,64.3271,6.365,Shanta
0.2214,10.4587,30.86,0.01,64.0924,0.7272,Hasya
-0.4983,34.2283,32.828,0.0098,62.7837,0.5748,Bhayanaka
0.0738,17.033,34.081,0.0099,62.661,0.2059,Hasya
0.2442,13.8772,32.546,0.015,64.8215,0.3388,Shanta
-0.2581,28.6806,33.25,0.0,66.4214,13.4516,Bhayanaka
0.0172,15.0632,34.254,0.0196,63.224,1.6829,Hasya
-0.5582,21.9567,32.214,0.008,63.7166,0.3059,Shanta
0.0739,5.3108,31.718,0.0098,63.0939,0.3999,Shanta
0.5008,45.6947,32.843,0.0142,64.3871,0.4178,Hasya
0.0636,18.2908,31.95,0.0179,65.8387,8.0308,Bhayanaka
-1.3241,145.916,34.102,0.016,64.3848,6.9529,Hasya
-5.0433,87.9281,33.85,0.0167,63.7189,15.7442,Bhayanaka
-0.3218,10.5458,31.02,0.01,63.0594,0.2218,Hasya
1.1012,74.6088,32.308,0.006,64.5475,1.1517,Bhayanaka
1.2475,40.2422,32.812,0.014,64.4179,0.3651,Hasya
0.0646,28.3338,33.475,0.0153,65.0738,1.4651,Shanta
-0.1339,16.5672,33.1845,0.0107,63.4841,0.4951,Bhayanaka
3.6233,128.3563,30.162,0.0098,62.7263,6.9399,Bhayanaka
-0.3751,9.5341,31.618,0.0098,64.5844,0.3268,Shanta
-5.6735,128.7898,32.694,0.0206,63.7913,13.7071,Bhayanaka
-0.0841,3.5004,30.186,0.008,62.8327,0.4863,Shanta
0.3504,7.0205,32.537,0.0235,64.6458,0.1749,Shanta
-5.5526,142.2559,34.173,0.0155,63.9248,15.6094,Bhayanaka
-0.0999,41.0594,32.538,0.0199,65.8545,5.7525,Bhayanaka
-0.4816,32.502,34.318,0.0098,64.3194,0.2211,Shanta
0.224,111.8246,34.274,0.008,63.0426,3.3815,Hasya
-0.2837,18.4347,33.438,0.016,62.7525,0.585,Bhayanaka
0.1771,4.6792,30.85,0.0126,64.1083,0.5665,Hasya
-0.5588,67.4964,33.412,0.0209,63.0707,3.7992,Bhayanaka
-0.0795,12.5814,32.345,0.0128,62.8005,0.3693,Hasya
0.0526,4.8075,32.878,0.0098,64.9067,0.3576,Hasya
0.4069,21.1716,33.211,0.013,62.9273,0.8881,Bhayanaka
-0.8244,56.2257,34.238,0.0098,64.3115,0.5152,Shanta
2.2305,128.3755,33.122,0.0204,62.9295,2.0499,Bhayanaka
0.5642,7.3237,31.867,0.0095,63.1746,0.475,Shanta
0.0618,14.1315,30.954,0.015,62.5605,4.2451,Bhayanaka
0.1416,10.5554,32.2,0.0173,63.3066,0.2856,Bhayanaka
-1.9789,57.4553,32.772,0.006,64.3267,0.3351,Hasya
0.3909,5.3415,32.414,0.015,62.6114,0.2124,Hasya
-2.2227,56.4264,34.744,0.018,63.5136,0.7745,Shanta
0.1218,19.5876,33.418,0.0098,65.0908,0.3626,Shanta
-0.2628,11.5642,33.159,0.0114,62.4512,0.1945,Shanta
1.7762,68.4602,34.556,0.0111,63.409,0.0308,Hasya
0.3463,12.3542,31.092,0.0166,63.2239,0.0518,Hasya
0.0734,5.9276,32.404,0.0092,62.6965,0.2831,Hasya
0.1904,13.2955,35.419,0.0161,63.0578,0.3818,Shanta
-1.1712,46.7188,33.284,0.0092,63.0342,0.3206,Shanta
-0.4913,28.3611,34.82,0.01,62.3592,0.3857,Shanta
0.8548,15.1864,32.639,0.0099,64.7858,2.1745,Bhayanaka
-0.7483,32.3187,31.042,0.0098,65.182,0.9781,Shanta
0.2808,25.6233,32.868,0.016,62.8967,0.7404,Bhayanaka
-8.306,89.2294,34.408,0.0108,63.4149,9.0354,Bhayanaka
-0.0595,8.0168,30.512,0.014,65.5759,0.0769,Shanta
1.2129,23.9601,33.484,0.0092,62.8618,0.9139,Bhayanaka
0.1049,14.4007,32.944,0.0092,63.001,0.9567,Bhayanaka
2.0787,65.0963,32.664,0.008,64.1928,0.3455,Shanta
1.6124,24.3351,33.318,0.0098,67.1548,19.1295,Bhayanaka
1.5241,83.1674,32.608,0.0108,67.5875,13.1434,Bhayanaka
-0.9653,15.9843,32.802,0.0133,64.4421,0.4267,Shanta
1.3965,93.1367,34.993,0.0046,62.4685,1.2815,Hasya
-0.0346,2.5516,32.642,0.0098,65.447,1.6505,Bhayanaka
-0.0595,5.2337,31.614,0.015,65.4715,0.2958,Shanta
-0.3018,15.2542,32.836,0.0049,63.032,0.2699,Bhayanaka
0.015,15.5152,31.574,0.015,64.7994,0.5466,Shanta
1.846,56.9019,32.954,0.015,65.0146,15.5366,Bhayanaka
0.1537,9.1656,31.73,0.0126,62.9778,0.4814,Hasya
0.0943,17.4207,34.992,0.0117,62.4741,0.6033,Hasya
-0.2013,10.3781,30.099,0.0161,63.0073,0.4576,Bhayanaka
0.0373,6.2031,33.098,0.0098,62.6039,0.3967,Hasya
-0.1799,50.322,33.68,0.0,63.1321,9.1734,Bhayanaka
0.0977,4.0529,32.416,0.0156,62.615,0.2254,Hasya
-6.0912,245.4152,30.143,0.0095,66.2034,14.234,Bhayanaka
0.7023,11.867,33.108,0.0154,62.9501,0.1579,Bhayanaka
0.1629,6.3287,30.57,0.0126,62.7892,0.3165,Shanta
3.0097,90.8008,34.437,0.0095,63.1461,0.1115,Hasya
0.447,10.9028,30.594,0.015,62.6946,0.3619,Shanta
0.2549,12.1697,29.705,0.0199,63.1436,0.4189,Shanta
-0.6372,43.9376,31.944,0.0092,63.1453,0.3937,Shanta
-2.2977,175.7793,33.637,0.0095,62.2977,0.6979,Bhayanaka
1.3565,59.9706,30.14,0.0265,63.2399,3.3715,Shanta
-0.3092,16.1402,31.048,0.006,62.9455,0.2879,Hasya
1.0988,52.8846,35.0235,0.0188,63.4561,0.5954,Shanta
-0.6226,75.8198,34.087,0.0145,62.9286,2.3292,Bhayanaka
-0.6404,8.0323,30.56,0.01,65.6517,0.1788,Shanta
-0.3617,57.5148,30.846,0.008,63.711,6.4549,Shanta
10.7776,137.6783,33.996,0.0049,64.566,10.5283,Shanta
1.3541,34.6015,32.531,0.013,64.6802,1.8559,Bhayanaka
-0.0368,10.3826,30.114,0.008,62.7229,0.1771,Bhayanaka
-0.7007,25.1325,33.42,0.01,63.2938,0.2813,Hasya
0.3211,10.245,32.63,0.0,64.2073,0.9787,Bhayanaka
-0.1149,10.8365,31.082,0.016,63.2289,0.0213,Hasya
-0.079,5.5418,32.472,0.014,64.564,0.4955,Bhayanaka
1.1044,33.9496,32.694,0.0206,62.8806,0.7392,Bhayanaka
1.6522,21.6649,32.24,0.0173,63.684,0.2494,Shanta
-0.5166,12.5655,31.574,0.008,65.4756,0.337,Shanta
-0.3916,12.9051,35.794,0.008,63.3847,0.6026,Shanta
0.7598,134.1517,33.28,0.01,65.8672,9.5357,Shanta
-0.3583,18.3357,33.558,0.0098,62.9964,0.1321,Shanta
-0.0166,13.3865,34.156,0.0049,63.058,0.6432,Hasya
0.2959,14.3928,35.79,0.0,63.3229,0.4958,Shanta
2.0115,69.5923,33.786,0.008,62.7799,0.7688,Bhayanaka
0.2161,19.4236,32.958,0.0098,62.9453,0.4497,Bhayanaka
-2.4274,51.3151,32.774,0.008,64.212,0.2227,Hasya
0.8794,10.4752,31.178,0.0133,63.3101,0.2401,Hasya
-0.6231,65.3373,32.754,0.008,64.2494,0.2877,Hasya
0.4571,7.8729,29.862,0.0098,62.6905,0.1596,Shanta
2.7504,25.6822,31.0,0.0161,63.0864,0.9219,Shanta
0.3111,12.1251,31.738,0.0098,62.9599,0.5171,Hasya
0.1281,9.7624,31.032,0.0108,63.4477,0.2533,Hasya
0.8483,26.6284,33.208,0.016,66.0779,14.8139,Bhayanaka
-0.1994,4.045,32.885,0.0087,64.8831,0.3631,Hasya
0.4331,13.3892,31.646,0.008,62.9429,0.4077,Hasya
0.0757,5.5199,32.416,0.0201,62.4511,0.2377,Hasya
-0.7607,30.5324,32.231,0.0118,63.8332,0.309,Shanta
0.1648,2.5445,30.75,0.0,62.4008,0.8734,Bhayanaka
-0.0068,16.4655,30.167,0.0145,62.5879,0.3564,Bhayanaka
-2.4421,73.2746,33.184,0.0143,62.9868,2.8823,Bhayanaka
0.3223,10.4497,33.114,0.015,62.9926,2.9616,Bhayanaka
1.435,58.2273,33.21,0.0,63.4653,11.0212,Bhayanaka
-0.5035,11.7674,35.762,0.0098,63.3679,0.5114,Shanta
-0.254,19.5991,31.594,0.015,62.8864,0.1599,Shanta
0.2047,5.6918,31.91,0.0155,64.5631,0.5631,Bhayanaka
-0.6346,22.6132,33.651,0.0114,62.7685,0.482,Shanta
-1.326,126.304,35.592,0.0087,63.2152,1.8959,Shanta
0.0097,5.1159,30.471,0.0173,62.9131,0.0792,Hasya
-1.6565,38.6113,35.025,0.018,62.5446,0.3628,Hasya
-0.3688,11.5161,31.122,0.0098,62.4504,4.2445,Bhayanaka
0.0248,12.3236,33.106,0.015,63.0652,0.1068,Bhayanaka
0.3976,40.5444,32.814,0.015,64.4301,0.3538,Hasya
-0.4761,13.1649,35.63,0.0179,63.094,0.251,Shanta
-0.2473,4.8854,30.968,0.014,63.9042,0.3852,Hasya
1.2634,103.395,33.805,0.0087,62.9562,0.8991,Bhayanaka
5.0369,126.6637,33.8555,0.0225,64.0312,8.8619,Shanta
0.035,12.5368,34.406,0.0294,62.8363,0.3337,Shanta
0.8877,11.3727,31.178,0.0098,63.0978,0.1097,Hasya
-0.4677,51.7476,34.796,0.0128,62.7549,1.223,Shanta
0.9764,20.1124,32.7135,0.0168,64.9618,2.3308,Hasya
-0.1593,4.9564,30.442,0.0098,62.9196,0.1591,Hasya
-0.3449,7.5749,30.642,0.0133,65.5599,0.1568,Shanta
-0.6311,25.7168,31.276,0.0092,63.1394,0.3874,Shanta
-0.0571,16.6089,32.78,0.0134,62.8872,0.4661,Bhayanaka
-1.0373,52.1611,32.314,0.008,63.7852,4.5034,Hasya
-1.2438,30.3732,34.756,0.0092,63.3913,3.7441,Shanta
0.1326,5.2363,32.604,0.0092,64.6777,2.5627,Bhayanaka
-0.5556,53.7626,32.76,0.01,64.2247,0.1667,Hasya
0.2008,4.3781,32.424,0.0092,62.429,0.2481,Hasya
0.0688,22.1934,31.642,0.0098,62.8526,0.3824,Hasya
0.0774,17.3279,34.038,0.0098,63.1789,0.4731,Hasya
0.5031,9.5916,30.878,0.0098,62.4738,0.5286,Hasya
-0.0856,3.4007,30.491,0.0044,63.327,0.1885,Hasya
-0.3688,27.392,33.3355,0.005,62.6006,0.3949,Shanta
1.9831,61.5413,32.612,0.014,66.2319,7.5998,Bhayanaka
-0.279,18.7641,35.922,0.0098,62.948,0.2898,Shanta
-5.5538,103.7197,33.772,0.0125,62.5568,0.7845,Bhayanaka
5.3008,133.3496,34.066,0.008,64.4206,6.4351,Bhayanaka
1.47,117.2725,32.292,0.014,64.5928,1.5472,Bhayanaka
0.4761,36.1616,33.843,0.009,64.07,10.621,Shanta
-0.1918,42.5664,31.744,0.0092,63.7243,4.6236,Shanta
1.7534,37.0233,32.97,0.0,62.806,0.7081,Bhayanaka
-0.1902,3.7525,31.11,0.0126,62.3888,1.2038,Bhayanaka
0.2047,11.0461,33.15,0.011,62.9092,0.3876,Shanta
-0.0906,3.0229,29.978,0.016,62.7738,0.3991,Hasya
-1.3376,16.3779,30.858,0.0098,64.7053,2.5211,Hasya
-0.4413,16.8059,33.12,0.0148,65.2506,0.5357,Bhayanaka
0.5141,22.8743,32.726,0.015,62.7816,0.5454,Bhayanaka
0.047,14.5665,35.806,0.008,63.3522,0.4353,Shanta
-0.1711,40.0673,32.5385,0.0171,63.9369,1.194,Bhayanaka
-0.2425,6.0557,32.416,0.0092,62.6629,0.6839,Hasya
-0.2855,23.0491,32.776,0.0092,62.8461,0.4211,Bhayanaka
-0.0448,4.8172,30.452,0.0087,62.9109,0.0777,Hasya
-0.0923,6.6947,32.228,0.014,64.8683,1.8123,Bhayanaka
0.4916,101.2651,33.006,0.012,65.2555,3.068,Hasya
-0.043,9.9844,32.3455,0.0147,63.9509,0.4905,Shanta
0.1819,5.8511,32.432,0.0108,62.3824,0.2025,Hasya
0.3739,16.4328,31.926,0.008,64.4924,0.4096,Hasya
2.1897,51.4417,33.954,0.008,62.7207,1.1224,Bhayanaka
-0.0518,1.867,30.766,0.0196,62.4371,0.5755,Bhayanaka
0.764,14.0549,34.082,0.0098,63.0685,0.2318,Hasya
-0.2858,17.8749,31.642,0.0133,62.9042,0.1644,Shanta
-0.0627,1.4692,30.84,0.01,64.9731,0.3497,Shanta
-2.0294,71.9491,34.314,0.015,63.8661,2.369,Shanta
-1.3562,16.9387,32.073,0.0095,64.0686,0.4754,Bhayanaka
0.6252,13.4476,32.42,0.0118,64.3102,0.1559,Shanta
0.0872,13.7882,34.039,0.0099,63.1755,0.4631,Hasya
0.2293,12.665,34.394,0.008,63.2278,0.2658,Hasya
0.0142,2.7515,30.802,0.0098,62.3556,0.6724,Bhayanaka
-0.366,12.9199,31.961,0.0099,64.4921,0.2673,Hasya
0.489,20.1105,29.518,0.016,63.1875,2.6176,Shanta
-0.1654,23.049,32.584,0.0092,62.994,2.2844,Bhayanaka
-0.101,12.7165,31.687,0.0071,64.7876,0.3693,Shanta
0.4824,56.5515,34.78,0.01,62.623,1.6261,Shanta
2.5102,98.5279,34.822,0.0098,62.9143,1.2858,Shanta
0.1076,36.4299,35.134,0.015,63.3501,1.8209,Shanta
-0.0557,8.1024,30.778,0.0256,63.5772,0.3249,Shanta
0.0747,50.6287,32.738,0.0098,64.1015,0.0,Hasya
0.2262,12.5688,31.9885,0.0101,64.2943,0.4181,Hasya
-0.3019,9.9312,33.326,0.008,62.8411,0.0,Shanta
2.2695,55.9624,32.826,0.008,65.5364,3.3275,Shanta
